0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.0324772,0.0324246,0.0323584,0.0322786,0.0321873,0.032088,0.0319849,0.0318824,0.0317842,0.0316935,0.0316121,0.0315417,0.0314831,0.0314372,0.0314064,0.0313984,0.0314293,0.0314602,0.0314833,0.0315172,0.0315175,0.0316089,0.0315096,0.0316045,0.0315031,0.0315958,0.0314912,0.0315792,0.0314708,0.0315472,0.0314368,0.031489,0.0314094,0.0314581,0.0313663,0.0314005,0.0313332,0.0313381,0.0312712,0.0312585,0.0311958,0.0312131,0.0311465,0.0311703,0.0311047,0.0311364,0.0310712,0.0311091,0.0310429,0.0310857,0.0310171,0.0310643,0.0309924,0.0310436,0.030968,0.0310232,0.0309435,0.0310027,0.0309187,0.0309819,0.0308937,0.0309608,0.0308684,0.0309395,0.0308431,0.0309179,0.0308176,0.0308962,0.0307922,0.0308744,0.0307668,0.0308524,0.0307414,0.0308305,0.0307161,0.0308084,0.0306908,0.0307863,0.0306655,0.0307642,0.0306403,0.0307419,0.0306149,0.0307195,0.0305895,0.030697,0.030564,0.0306743,0.0305384,0.0306514,0.0305127,0.0306283,0.0304868,0.030605,0.0304607,0.0305814,0.0304344,0.0305576,0.0304079,0.0305335,0.0303812
0.0380293,0.0380934,0.0381452,0.0381795,0.038192,0.0381804,0.038144,0.0380844,0.0380041,0.0379064,0.0377948,0.0376732,0.0375461,0.0374202,0.0373084,0.037246,0.0373103,0.0373994,0.0374846,0.0376137,0.0376354,0.038005,0.0376463,0.0380672,0.0376822,0.0381084,0.0376975,0.0381136,0.037677,0.0380498,0.0375976,0.0378616,0.0375156,0.0376956,0.0371431,0.0372775,0.036707,0.0366215,0.0360463,0.0360734,0.0355525,0.0358368,0.0352587,0.0355927,0.035015,0.03538,0.0348148,0.0352071,0.034652,0.0350729,0.0345215,0.0349713,0.0344175,0.0348945,0.0343335,0.0348348,0.0342631,0.0347854,0.0342008,0.0347408,0.0341421,0.0346973,0.0340841,0.0346525,0.034025,0.0346054,0.0339641,0.0345557,0.0339013,0.0345037,0.0338369,0.0344497,0.0337712,0.0343941,0.0337046,0.0343372,0.0336372,0.0342793,0.0335693,0.0342206,0.033501,0.0341612,0.0334322,0.034101,0.0333631,0.0340402,0.0332935,0.0339787,0.0332236,0.0339165,0.0331531,0.0338536,0.0330822,0.0337899,0.0330107,0.0337255,0.0329386,0.0336604,0.032866,0.0335945,0.0327929
-0.0703783,-0.0706087,-0.0708538,-0.0711135,-0.071387,-0.0716732,-0.071971,-0.0722795,-0.0725978,-0.0729245,-0.0732576,-0.0735935,-0.0739259,-0.0742434,-0.0745208,-0.0746903,-0.07461,-0.0744707,-0.0743325,-0.0741462,-0.0740711,-0.0736955,-0.073958,-0.0735828,-0.0738477,-0.0734888,-0.0737567,-0.0734253,-0.0736953,-0.0734206,-0.0736833,-0.0735132,-0.0736848,-0.073507,-0.073807,-0.0736625,-0.0739463,-0.0738478,-0.0742033,-0.0739597,-0.0743224,-0.0738997,-0.0743289,-0.0738862,-0.0743418,-0.0738998,-0.0743622,-0.0739176,-0.0743788,-0.0739247,-0.0743833,-0.0739161,-0.0743732,-0.0738926,-0.07435,-0.0738576,-0.0743171,-0.0738151,-0.074278,-0.0737686,-0.0742359,-0.0737206,-0.074193,-0.0736727,-0.0741506,-0.0736259,-0.0741093,-0.0735804,-0.0740694,-0.0735364,-0.0740308,-0.0734939,-0.0739936,-0.0734529,-0.0739576,-0.0734134,-0.073923,-0.0733753,-0.0738896,-0.0733388,-0.0738576,-0.0733038,-0.073827,-0.0732705,-0.0737979,-0.0732388,-0.0737703,-0.0732088,-0.0737443,-0.0731806,-0.07372,-0.0731542,-0.0736973,-0.0731296,-0.0736764,-0.0731068,-0.0736571,-0.0730858,-0.0736396,-0.0730667,-0.0736238
-0.00239983,-0.00234284,-0.00228536,-0.00223086,-0.0021838,-0.0021489,-0.00213041,-0.00213147,-0.00215397,-0.00219857,-0.00226478,-0.00235098,-0.00245404,-0.00256828,-0.00268191,-0.00276341,-0.0027411,-0.00269236,-0.00264445,-0.00257,-0.00255848,-0.00236221,-0.00251639,-0.00230698,-0.0024618,-0.00225773,-0.0024134,-0.00221856,-0.00237589,-0.00220007,-0.00235776,-0.00222104,-0.00233314,-0.00221273,-0.00236059,-0.00225824,-0.00240308,-0.00235646,-0.00252322,-0.00242192,-0.00259295,-0.00240441,-0.00259448,-0.00238885,-0.00258196,-0.00236922,-0.00256188,-0.00234306,-0.00253491,-0.00230893,-0.00250058,-0.00226707,-0.00245934,-0.00221881,-0.00241247,-0.00216597,-0.00236166,-0.00211038,-0.00230854,-0.00205355,-0.00225445,-0.00199655,-0.00220028,-0.00193998,-0.00214654,-0.00188416,-0.00209342,-0.00182916,-0.00204098,-0.00177497,-0.00198918,-0.00172154,-0.00193798,-0.00166883,-0.00188734,-0.0016168,-0.00183724,-0.00156545,-0.00178769,-0.00151477,-0.0017387,-0.00146478,-0.00169029,-0.0014155,-0.00164249,-0.00136693,-0.00159533,-0.00131909,-0.00154882,-0.001272,-0.00150297,-0.00122566,-0.0014578,-0.00118006,-0.00141332,-0.00113522,-0.00136952,-0.00109113,-0.0013264,-0.00104778,-0.00128397
0.115531,0.115566,0.115593,0.115611,0.115622,0.115629,0.115633,0.11564,0.115651,0.11567,0.115699,0.115737,0.115784,0.115839,0.115895,0.115937,0.115933,0.115916,0.115898,0.11587,0.115862,0.115799,0.115835,0.11577,0.115803,0.115744,0.115771,0.115719,0.115736,0.115695,0.115694,0.115665,0.115623,0.115587,0.115535,0.11552,0.115465,0.115472,0.115444,0.115491,0.115462,0.115516,0.115455,0.115508,0.115427,0.115482,0.115391,0.115449,0.115353,0.115417,0.115318,0.115387,0.115285,0.11536,0.115256,0.115337,0.11523,0.115315,0.115205,0.115295,0.115182,0.115275,0.115159,0.115256,0.115137,0.115236,0.115114,0.115216,0.115091,0.115197,0.115068,0.115177,0.115045,0.115156,0.115022,0.115136,0.114999,0.115116,0.114976,0.115095,0.114952,0.115074,0.114928,0.115053,0.114905,0.115031,0.114881,0.11501,0.114856,0.114988,0.114832,0.114965,0.114807,0.114943,0.114782,0.11492,0.114757,0.114896,0.114732,0.114873,0.114706
-0.0254286,-0.0240315,-0.0224847,-0.0207941,-0.0189801,-0.0170747,-0.0151146,-0.0131353,-0.0111679,-0.00923938,-0.00737473,-0.00560168,-0.00395916,-0.00251726,-0.00143461,-0.00114442,-0.00241702,-0.00383933,-0.00505698,-0.00645772,-0.00702262,-0.00939431,-0.00760734,-0.00995121,-0.00815217,-0.0104211,-0.00861833,-0.0107828,-0.00900588,-0.0109565,-0.00933068,-0.0108132,-0.0100904,-0.0113908,-0.00996864,-0.0111285,-0.0101579,-0.011075,-0.00979071,-0.0113443,-0.0100984,-0.0122393,-0.0107294,-0.0129364,-0.0113198,-0.0135038,-0.0118457,-0.0140195,-0.0123493,-0.0145309,-0.0128584,-0.0150516,-0.0133797,-0.0155777,-0.013906,-0.0160984,-0.0144257,-0.016603,-0.014928,-0.0170837,-0.0154054,-0.0175368,-0.0158546,-0.0179615,-0.0162751,-0.0183593,-0.0166686,-0.0187322,-0.0170373,-0.0190827,-0.0173837,-0.019413,-0.0177101,-0.0197247,-0.0180181,-0.0200193,-0.0183092,-0.0202979,-0.0185844,-0.0205612,-0.0188444,-0.0208099,-0.01909,-0.0210446,-0.0193216,-0.0212658,-0.0195398,-0.0214738,-0.0197451,-0.0216693,-0.0199377,-0.0218525,-0.0201183,-0.022024,-0.0202872,-0.022184,-0.0204447,-0.0223332,-0.0205914,-0.0224717,-0.0207276
0.0604507,0.0608951,0.0614082,0.061993,0.0626476,0.0633652,0.0641358,0.0649482,0.0657909,0.066653,0.0675226,0.0683856,0.069222,0.0699976,0.0706386,0.0709465,0.0705374,0.0700376,0.0695945,0.0689968,0.0687837,0.06751,0.0685094,0.0672008,0.0682225,0.0669445,0.0679874,0.0667748,0.0678274,0.0667706,0.0677689,0.0670442,0.0675636,0.066952,0.0679845,0.06748,0.0684266,0.0682832,0.0694569,0.0689637,0.0701049,0.0690137,0.0703444,0.0691512,0.0705133,0.0692873,0.0706324,0.0693804,0.070699,0.069415,0.0707118,0.0693956,0.0706777,0.0693346,0.0706082,0.069246,0.0705164,0.0691428,0.0704137,0.0690349,0.0703089,0.0689287,0.0702073,0.068828,0.0701119,0.068734,0.0700234,0.0686469,0.0699418,0.0685662,0.0698663,0.0684914,0.0697962,0.0684216,0.0697309,0.0683565,0.0696698,0.0682957,0.0696127,0.0682388,0.0695593,0.0681858,0.0695096,0.0681366,0.0694634,0.068091,0.0694208,0.0680491,0.0693816,0.0680108,0.0693459,0.067976,0.0693136,0.0679447,0.0692847,0.0679169,0.0692591,0.0678925,0.0692367,0.0678713,0.0692176
0.00842348,0.00892401,0.00949128,0.0101238,0.010814,0.0115493,0.0123148,0.0130957,0.0138791,0.0146539,0.0154099,0.0161361,0.016818,0.0174302,0.0179167,0.0181231,0.0177564,0.0173169,0.0169353,0.0164716,0.0163204,0.0154406,0.0161565,0.0152667,0.0159827,0.0151162,0.015827,0.014992,0.0156829,0.01491,0.0155249,0.0148931,0.0151185,0.014565,0.0150434,0.0145348,0.0148417,0.0144738,0.0149419,0.0144065,0.0148658,0.0141388,0.0146635,0.0139026,0.0144427,0.0136824,0.0142258,0.0134664,0.0140104,0.013249,0.0137939,0.0130304,0.0135769,0.0128133,0.0133618,0.012601,0.0131518,0.0123961,0.0129492,0.0122,0.0127555,0.0120134,0.012571,0.011836,0.0123953,0.0116671,0.0122278,0.0115059,0.0120677,0.0113516,0.0119142,0.0112035,0.0117667,0.0110611,0.0116247,0.0109239,0.0114877,0.0107918,0.0113556,0.0106643,0.0112281,0.0105414,0.011105,0.0104228,0.0109862,0.0103084,0.0108715,0.0101981,0.0107608,0.0100917,0.0106539,0.00998909,0.0105507,0.00989011,0.010451,0.00979464,0.0103549,0.00970256,0.0102621,0.00961374,0.0101724
0.0758709,0.0758335,0.0757874,0.0757329,0.0756712,0.0756047,0.0755364,0.0754693,0.075406,0.0753488,0.0752994,0.0752593,0.0752295,0.0752111,0.0752051,0.0752121,0.0752253,0.0752349,0.0752411,0.0752386,0.0752503,0.0752029,0.0752509,0.0751941,0.0752409,0.075186,0.0752304,0.075179,0.0752206,0.0751752,0.0752131,0.075178,0.0751954,0.0751694,0.0751667,0.0751593,0.0751466,0.0751657,0.0751429,0.075206,0.0751754,0.0752609,0.0752,0.0753032,0.0752209,0.0753336,0.0752374,0.0753591,0.0752531,0.0753848,0.0752704,0.0754128,0.0752903,0.0754435,0.0753128,0.0754766,0.0753377,0.0755115,0.0753644,0.0755477,0.0753924,0.0755847,0.0754214,0.0756224,0.0754512,0.0756606,0.0754816,0.0756992,0.0755127,0.0757381,0.0755444,0.0757774,0.0755766,0.0758169,0.0756093,0.0758566,0.0756423,0.0758965,0.0756757,0.0759364,0.0757093,0.0759762,0.075743,0.0760159,0.0757767,0.0760555,0.0758104,0.0760947,0.075844,0.0761337,0.0758775,0.0761724,0.0759107,0.0762106,0.0759437,0.0762485,0.0759765,0.0762859,0.0760088,0.0763228,0.0760409
0.0111872,0.0110416,0.0108733,0.0106824,0.0104712,0.0102438,0.0100052,0.0097603,0.00951349,0.00926832,0.00902774,0.00879448,0.0085719,0.00836569,0.00818953,0.00808577,0.00815184,0.00823228,0.00828886,0.00839981,0.0083428,0.0088354,0.00825874,0.0088485,0.00823218,0.0088276,0.00816938,0.00873782,0.0080331,0.00850717,0.00775942,0.00802383,0.00739615,0.00757314,0.00665201,0.0067706,0.00582975,0.0056306,0.0046996,0.00464652,0.0037883,0.0041601,0.00321439,0.00366081,0.00272981,0.00322258,0.00232853,0.00285728,0.00199703,0.00256013,0.00172403,0.002319,0.00149802,0.00212064,0.00130775,0.0019528,0.00114296,0.00180514,0.000994954,0.00166966,0.000857069,0.00154083,0.000724754,0.00141524,0.0005953,0.00129113,0.000467371,0.00116779,0.00034049,0.0010451,0.000214624,0.000923193,8.99076e-05,0.000802272,-3.35094e-05,0.000682496,-0.000155532,0.000563956,-0.000276135,0.000446671,-0.000395352,0.000330606,-0.000513259,0.000215684,-0.000629958,0.000101813,-0.000745564,-1.11126e-05,-0.000860192,-0.000123196,-0.000973951,-0.000234535,-0.00108694,-0.00034522,-0.00119926,-0.00045533,-0.00131097,-0.000564933,-0.00142216,-0.00067409,-0.00153288
0.219203,0.219139,0.219058,0.218961,0.21885,0.218729,0.218603,0.218478,0.218357,0.218243,0.218138,0.218045,0.217963,0.217893,0.217833,0.217787,0.217766,0.217738,0.217698,0.217656,0.217583,0.217626,0.217515,0.217591,0.21748,0.217563,0.217448,0.21754,0.217417,0.217519,0.21738,0.217491,0.217352,0.217459,0.217341,0.217437,0.21734,0.217398,0.217303,0.217316,0.21722,0.217243,0.217154,0.217183,0.2171,0.217137,0.217057,0.2171,0.21702,0.217066,0.216985,0.217035,0.21695,0.217003,0.216916,0.216972,0.216881,0.216941,0.216847,0.21691,0.216812,0.216879,0.216778,0.216849,0.216744,0.216819,0.216711,0.21679,0.216678,0.216761,0.216646,0.216733,0.216615,0.216705,0.216584,0.216677,0.216554,0.21665,0.216524,0.216623,0.216494,0.216596,0.216465,0.21657,0.216436,0.216543,0.216407,0.216518,0.216379,0.216492,0.216351,0.216466,0.216323,0.216441,0.216295,0.216415,0.216268,0.21639,0.21624,0.216365,0.216213
